Ref_Date,GEO,AG,SEX,PTOHSD,PE,STA,Vector,Coordinate,Value
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,"Total, postsecondary education",Number of persons,v107289300,1.4.3.5.1.1,2270.0
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,"Total, postsecondary education",Percent,v107289301,1.4.3.5.1.2,100.0
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,"Total, postsecondary education",Low 95% confidence interval (percent),v107289302,1.4.3.5.1.3,100.0
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,"Total, postsecondary education",High 95% confidence interval (percent),v107289303,1.4.3.5.1.4,100.0
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Has received postsecondary education,Number of persons,v107289304,1.4.3.5.2.1,440.0
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Has received postsecondary education,Percent,v107289305,1.4.3.5.2.2,19.4
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Has received postsecondary education,Low 95% confidence interval (percent),v107289306,1.4.3.5.2.3,13.2
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Has received postsecondary education,High 95% confidence interval (percent),v107289307,1.4.3.5.2.4,27.6
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Has not received any postsecondary education,Number of persons,v107289308,1.4.3.5.3.1,1680.0
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Has not received any postsecondary education,Percent,v107289309,1.4.3.5.3.2,74.0
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Has not received any postsecondary education,Low 95% confidence interval (percent),v107289310,1.4.3.5.3.3,65.5
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Has not received any postsecondary education,High 95% confidence interval (percent),v107289311,1.4.3.5.3.4,81.1
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Not specified if received any postsecondary education,Number of persons,v107289312,1.4.3.5.4.1,150.0
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Not specified if received any postsecondary education,Percent,v107289313,1.4.3.5.4.2,6.6
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289314,1.4.3.5.4.3,3.4
2012,Canada,25 to 34 years,Female,Has not obtained a high school diploma,Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289315,1.4.3.5.4.4,12.2
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,"Total, postsecondary education",Number of persons,v107289316,1.4.3.6.1.1,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,"Total, postsecondary education",Percent,v107289317,1.4.3.6.1.2,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,"Total, postsecondary education",Low 95% confidence interval (percent),v107289318,1.4.3.6.1.3,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,"Total, postsecondary education",High 95% confidence interval (percent),v107289319,1.4.3.6.1.4,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Has received postsecondary education,Number of persons,v107289320,1.4.3.6.2.1,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Has received postsecondary education,Percent,v107289321,1.4.3.6.2.2,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Has received postsecondary education,Low 95% confidence interval (percent),v107289322,1.4.3.6.2.3,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Has received postsecondary education,High 95% confidence interval (percent),v107289323,1.4.3.6.2.4,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Has not received any postsecondary education,Number of persons,v107289324,1.4.3.6.3.1,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Has not received any postsecondary education,Percent,v107289325,1.4.3.6.3.2,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Has not received any postsecondary education,Low 95% confidence interval (percent),v107289326,1.4.3.6.3.3,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Has not received any postsecondary education,High 95% confidence interval (percent),v107289327,1.4.3.6.3.4,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Not specified if received any postsecondary education,Number of persons,v107289328,1.4.3.6.4.1,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Not specified if received any postsecondary education,Percent,v107289329,1.4.3.6.4.2,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289330,1.4.3.6.4.3,F
2012,Canada,25 to 34 years,Female,Not specified if obtained high school diploma,Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289331,1.4.3.6.4.4,F
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma","Total, postsecondary education",Number of persons,v107289332,1.5.1.1.1.1,7900.0
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma","Total, postsecondary education",Percent,v107289333,1.5.1.1.1.2,100.0
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma","Total, postsecondary education",Low 95% confidence interval (percent),v107289334,1.5.1.1.1.3,100.0
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma","Total, postsecondary education",High 95% confidence interval (percent),v107289335,1.5.1.1.1.4,100.0
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Has received postsecondary education,Number of persons,v107289336,1.5.1.1.2.1,3910.0
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Has received postsecondary education,Percent,v107289337,1.5.1.1.2.2,49.5
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Has received postsecondary education,Low 95% confidence interval (percent),v107289338,1.5.1.1.2.3,43.5
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Has received postsecondary education,High 95% confidence interval (percent),v107289339,1.5.1.1.2.4,55.5
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Has not received any postsecondary education,Number of persons,v107289340,1.5.1.1.3.1,3630.0
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Has not received any postsecondary education,Percent,v107289341,1.5.1.1.3.2,45.9
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Has not received any postsecondary education,Low 95% confidence interval (percent),v107289342,1.5.1.1.3.3,40.1
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Has not received any postsecondary education,High 95% confidence interval (percent),v107289343,1.5.1.1.3.4,51.8
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Not specified if received any postsecondary education,Number of persons,v107289344,1.5.1.1.4.1,370.0
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Not specified if received any postsecondary education,Percent,v107289345,1.5.1.1.4.2,4.7
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289346,1.5.1.1.4.3,2.7
2012,Canada,35 to 44 years,Both sexes,"Total, path to obtaining high school diploma",Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289347,1.5.1.1.4.4,8.1
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,"Total, postsecondary education",Number of persons,v107289348,1.5.1.2.1.1,3290.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,"Total, postsecondary education",Percent,v107289349,1.5.1.2.1.2,100.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,"Total, postsecondary education",Low 95% confidence interval (percent),v107289350,1.5.1.2.1.3,100.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,"Total, postsecondary education",High 95% confidence interval (percent),v107289351,1.5.1.2.1.4,100.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Has received postsecondary education,Number of persons,v107289352,1.5.1.2.2.1,2410.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Has received postsecondary education,Percent,v107289353,1.5.1.2.2.2,73.3
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Has received postsecondary education,Low 95% confidence interval (percent),v107289354,1.5.1.2.2.3,65.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Has received postsecondary education,High 95% confidence interval (percent),v107289355,1.5.1.2.2.4,80.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Has not received any postsecondary education,Number of persons,v107289356,1.5.1.2.3.1,730.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Has not received any postsecondary education,Percent,v107289357,1.5.1.2.3.2,22.2
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Has not received any postsecondary education,Low 95% confidence interval (percent),v107289358,1.5.1.2.3.3,16.4
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Has not received any postsecondary education,High 95% confidence interval (percent),v107289359,1.5.1.2.3.4,29.1
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Not specified if received any postsecondary education,Number of persons,v107289360,1.5.1.2.4.1,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Not specified if received any postsecondary education,Percent,v107289361,1.5.1.2.4.2,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289362,1.5.1.2.4.3,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma,Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289363,1.5.1.2.4.4,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,"Total, postsecondary education",Number of persons,v107289364,1.5.1.3.1.1,2480.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,"Total, postsecondary education",Percent,v107289365,1.5.1.3.1.2,100.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,"Total, postsecondary education",Low 95% confidence interval (percent),v107289366,1.5.1.3.1.3,100.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,"Total, postsecondary education",High 95% confidence interval (percent),v107289367,1.5.1.3.1.4,100.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Has received postsecondary education,Number of persons,v107289368,1.5.1.3.2.1,2000.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Has received postsecondary education,Percent,v107289369,1.5.1.3.2.2,80.6
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Has received postsecondary education,Low 95% confidence interval (percent),v107289370,1.5.1.3.2.3,72.6
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Has received postsecondary education,High 95% confidence interval (percent),v107289371,1.5.1.3.2.4,86.6
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Has not received any postsecondary education,Number of persons,v107289372,1.5.1.3.3.1,420.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Has not received any postsecondary education,Percent,v107289373,1.5.1.3.3.2,16.9
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Has not received any postsecondary education,Low 95% confidence interval (percent),v107289374,1.5.1.3.3.3,11.4
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Has not received any postsecondary education,High 95% confidence interval (percent),v107289375,1.5.1.3.3.4,24.6
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Not specified if received any postsecondary education,Number of persons,v107289376,1.5.1.3.4.1,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Not specified if received any postsecondary education,Percent,v107289377,1.5.1.3.4.2,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289378,1.5.1.3.4.3,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed high school,Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289379,1.5.1.3.4.4,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,"Total, postsecondary education",Number of persons,v107289380,1.5.1.4.1.1,810.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,"Total, postsecondary education",Percent,v107289381,1.5.1.4.1.2,100.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,"Total, postsecondary education",Low 95% confidence interval (percent),v107289382,1.5.1.4.1.3,100.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,"Total, postsecondary education",High 95% confidence interval (percent),v107289383,1.5.1.4.1.4,100.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Has received postsecondary education,Number of persons,v107289384,1.5.1.4.2.1,410.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Has received postsecondary education,Percent,v107289385,1.5.1.4.2.2,50.6
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Has received postsecondary education,Low 95% confidence interval (percent),v107289386,1.5.1.4.2.3,33.8
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Has received postsecondary education,High 95% confidence interval (percent),v107289387,1.5.1.4.2.4,67.6
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Has not received any postsecondary education,Number of persons,v107289388,1.5.1.4.3.1,310.0
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Has not received any postsecondary education,Percent,v107289389,1.5.1.4.3.2,38.3
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Has not received any postsecondary education,Low 95% confidence interval (percent),v107289390,1.5.1.4.3.3,24.4
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Has not received any postsecondary education,High 95% confidence interval (percent),v107289391,1.5.1.4.3.4,53.3
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Not specified if received any postsecondary education,Number of persons,v107289392,1.5.1.4.4.1,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Not specified if received any postsecondary education,Percent,v107289393,1.5.1.4.4.2,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289394,1.5.1.4.4.3,F
2012,Canada,35 to 44 years,Both sexes,Obtained a high school diploma: completed an upgrading or high school equivalency program,Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289395,1.5.1.4.4.4,F
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,"Total, postsecondary education",Number of persons,v107289396,1.5.1.5.1.1,4530.0
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,"Total, postsecondary education",Percent,v107289397,1.5.1.5.1.2,100.0
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,"Total, postsecondary education",Low 95% confidence interval (percent),v107289398,1.5.1.5.1.3,100.0
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,"Total, postsecondary education",High 95% confidence interval (percent),v107289399,1.5.1.5.1.4,100.0
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Has received postsecondary education,Number of persons,v107289400,1.5.1.5.2.1,1480.0
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Has received postsecondary education,Percent,v107289401,1.5.1.5.2.2,32.7
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Has received postsecondary education,Low 95% confidence interval (percent),v107289402,1.5.1.5.2.3,26.8
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Has received postsecondary education,High 95% confidence interval (percent),v107289403,1.5.1.5.2.4,39.0
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Has not received any postsecondary education,Number of persons,v107289404,1.5.1.5.3.1,2870.0
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Has not received any postsecondary education,Percent,v107289405,1.5.1.5.3.2,63.4
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Has not received any postsecondary education,Low 95% confidence interval (percent),v107289406,1.5.1.5.3.3,56.7
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Has not received any postsecondary education,High 95% confidence interval (percent),v107289407,1.5.1.5.3.4,69.4
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Not specified if received any postsecondary education,Number of persons,v107289408,1.5.1.5.4.1,180.0
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Not specified if received any postsecondary education,Percent,v107289409,1.5.1.5.4.2,4.0
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289410,1.5.1.5.4.3,2.3
2012,Canada,35 to 44 years,Both sexes,Has not obtained a high school diploma,Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289411,1.5.1.5.4.4,7.1
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,"Total, postsecondary education",Number of persons,v107289412,1.5.1.6.1.1,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,"Total, postsecondary education",Percent,v107289413,1.5.1.6.1.2,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,"Total, postsecondary education",Low 95% confidence interval (percent),v107289414,1.5.1.6.1.3,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,"Total, postsecondary education",High 95% confidence interval (percent),v107289415,1.5.1.6.1.4,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Has received postsecondary education,Number of persons,v107289416,1.5.1.6.2.1,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Has received postsecondary education,Percent,v107289417,1.5.1.6.2.2,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Has received postsecondary education,Low 95% confidence interval (percent),v107289418,1.5.1.6.2.3,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Has received postsecondary education,High 95% confidence interval (percent),v107289419,1.5.1.6.2.4,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Has not received any postsecondary education,Number of persons,v107289420,1.5.1.6.3.1,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Has not received any postsecondary education,Percent,v107289421,1.5.1.6.3.2,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Has not received any postsecondary education,Low 95% confidence interval (percent),v107289422,1.5.1.6.3.3,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Has not received any postsecondary education,High 95% confidence interval (percent),v107289423,1.5.1.6.3.4,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Not specified if received any postsecondary education,Number of persons,v107289424,1.5.1.6.4.1,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Not specified if received any postsecondary education,Percent,v107289425,1.5.1.6.4.2,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289426,1.5.1.6.4.3,F
2012,Canada,35 to 44 years,Both sexes,Not specified if obtained high school diploma,Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289427,1.5.1.6.4.4,F
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma","Total, postsecondary education",Number of persons,v107289428,1.5.2.1.1.1,3760.0
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma","Total, postsecondary education",Percent,v107289429,1.5.2.1.1.2,100.0
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma","Total, postsecondary education",Low 95% confidence interval (percent),v107289430,1.5.2.1.1.3,100.0
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma","Total, postsecondary education",High 95% confidence interval (percent),v107289431,1.5.2.1.1.4,100.0
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Has received postsecondary education,Number of persons,v107289432,1.5.2.1.2.1,1900.0
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Has received postsecondary education,Percent,v107289433,1.5.2.1.2.2,50.5
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Has received postsecondary education,Low 95% confidence interval (percent),v107289434,1.5.2.1.2.3,42.5
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Has received postsecondary education,High 95% confidence interval (percent),v107289435,1.5.2.1.2.4,58.7
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Has not received any postsecondary education,Number of persons,v107289436,1.5.2.1.3.1,1720.0
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Has not received any postsecondary education,Percent,v107289437,1.5.2.1.3.2,45.7
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Has not received any postsecondary education,Low 95% confidence interval (percent),v107289438,1.5.2.1.3.3,37.7
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Has not received any postsecondary education,High 95% confidence interval (percent),v107289439,1.5.2.1.3.4,53.8
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Not specified if received any postsecondary education,Number of persons,v107289440,1.5.2.1.4.1,140.0
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Not specified if received any postsecondary education,Percent,v107289441,1.5.2.1.4.2,3.7
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289442,1.5.2.1.4.3,2.0
2012,Canada,35 to 44 years,Male,"Total, path to obtaining high school diploma",Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289443,1.5.2.1.4.4,7.1
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,"Total, postsecondary education",Number of persons,v107289444,1.5.2.2.1.1,1440.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,"Total, postsecondary education",Percent,v107289445,1.5.2.2.1.2,100.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,"Total, postsecondary education",Low 95% confidence interval (percent),v107289446,1.5.2.2.1.3,100.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,"Total, postsecondary education",High 95% confidence interval (percent),v107289447,1.5.2.2.1.4,100.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Has received postsecondary education,Number of persons,v107289448,1.5.2.2.2.1,1080.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Has received postsecondary education,Percent,v107289449,1.5.2.2.2.2,75.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Has received postsecondary education,Low 95% confidence interval (percent),v107289450,1.5.2.2.2.3,62.8
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Has received postsecondary education,High 95% confidence interval (percent),v107289451,1.5.2.2.2.4,84.1
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Has not received any postsecondary education,Number of persons,v107289452,1.5.2.2.3.1,350.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Has not received any postsecondary education,Percent,v107289453,1.5.2.2.3.2,24.3
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Has not received any postsecondary education,Low 95% confidence interval (percent),v107289454,1.5.2.2.3.3,15.1
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Has not received any postsecondary education,High 95% confidence interval (percent),v107289455,1.5.2.2.3.4,36.2
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Not specified if received any postsecondary education,Number of persons,v107289456,1.5.2.2.4.1,F
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Not specified if received any postsecondary education,Percent,v107289457,1.5.2.2.4.2,F
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289458,1.5.2.2.4.3,F
2012,Canada,35 to 44 years,Male,Obtained a high school diploma,Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289459,1.5.2.2.4.4,F
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,"Total, postsecondary education",Number of persons,v107289460,1.5.2.3.1.1,1170.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,"Total, postsecondary education",Percent,v107289461,1.5.2.3.1.2,100.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,"Total, postsecondary education",Low 95% confidence interval (percent),v107289462,1.5.2.3.1.3,100.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,"Total, postsecondary education",High 95% confidence interval (percent),v107289463,1.5.2.3.1.4,100.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Has received postsecondary education,Number of persons,v107289464,1.5.2.3.2.1,960.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Has received postsecondary education,Percent,v107289465,1.5.2.3.2.2,82.1
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Has received postsecondary education,Low 95% confidence interval (percent),v107289466,1.5.2.3.2.3,67.4
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Has received postsecondary education,High 95% confidence interval (percent),v107289467,1.5.2.3.2.4,90.6
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Has not received any postsecondary education,Number of persons,v107289468,1.5.2.3.3.1,F
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Has not received any postsecondary education,Percent,v107289469,1.5.2.3.3.2,17.9
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Has not received any postsecondary education,Low 95% confidence interval (percent),v107289470,1.5.2.3.3.3,8.9
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Has not received any postsecondary education,High 95% confidence interval (percent),v107289471,1.5.2.3.3.4,32.1
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Not specified if received any postsecondary education,Number of persons,v107289472,1.5.2.3.4.1,F
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Not specified if received any postsecondary education,Percent,v107289473,1.5.2.3.4.2,F
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Not specified if received any postsecondary education,Low 95% confidence interval (percent),v107289474,1.5.2.3.4.3,F
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed high school,Not specified if received any postsecondary education,High 95% confidence interval (percent),v107289475,1.5.2.3.4.4,F
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed an upgrading or high school equivalency program,"Total, postsecondary education",Number of persons,v107289476,1.5.2.4.1.1,270.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed an upgrading or high school equivalency program,"Total, postsecondary education",Percent,v107289477,1.5.2.4.1.2,100.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed an upgrading or high school equivalency program,"Total, postsecondary education",Low 95% confidence interval (percent),v107289478,1.5.2.4.1.3,100.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed an upgrading or high school equivalency program,"Total, postsecondary education",High 95% confidence interval (percent),v107289479,1.5.2.4.1.4,100.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed an upgrading or high school equivalency program,Has received postsecondary education,Number of persons,v107289480,1.5.2.4.2.1,130.0
2012,Canada,35 to 44 years,Male,Obtained a high school diploma: completed an upgrading or high school equivalency program,Has received postsecondary education,Percent,v107289481,1.5.2.4.2.2,48.1
