Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1973/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1973/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,19.0
1973/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,489.0
1973/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,494.0
1973/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,545.0
1973/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,496.0
1974/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,442.0
1974/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,362.0
1974/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,250.0
1974/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,259.0
1974/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,203.0
1974/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,198.0
1974/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1974/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,123.0
1974/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,517.0
1974/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,358.0
1974/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,377.0
1974/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,327.0
1975/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,342.0
1975/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,284.0
1975/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,190.0
1975/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1975/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,106.0
1975/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1975/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1975/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1975/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,304.0
1975/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,434.0
1975/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1975/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,342.0
1976/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,323.0
1976/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,295.0
1976/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,220.0
1976/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,134.0
1976/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,112.0
1976/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,99.0
1976/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,37.0
1976/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,28.0
1976/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,131.0
1976/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,164.0
1976/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,112.0
1976/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,95.0
1977/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,102.0
1977/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,75.0
1977/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,67.0
1977/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,105.0
1977/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,78.0
1977/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1977/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1977/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,20.0
1977/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1977/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,470.0
1977/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,404.0
1977/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,350.0
1978/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,339.0
1978/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,301.0
1978/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,261.0
1978/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,249.0
1978/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,137.0
1978/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,131.0
1978/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,31.0
1978/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,62.0
1978/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,511.0
1978/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,501.0
1978/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,473.0
1978/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,404.0
1979/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,343.0
1979/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,291.0
1979/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,225.0
1979/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,197.0
1979/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,158.0
1979/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,109.0
1979/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,86.0
1979/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,49.0
1979/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,529.0
1979/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,615.0
1979/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,499.0
1979/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,419.0
1980/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,354.0
1980/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1980/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1980/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1980/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1980/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1980/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1980/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1980/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1980/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1980/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1980/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1981/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1982/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,381.0
1983/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1983/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,211.0
1984/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1984/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1985/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1986/01,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,172.0
1986/02,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,225.0
1986/03,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,211.0
1986/04,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,208.0
1986/05,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,209.0
1986/06,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1986/07,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1986/08,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1986/09,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1986/10,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,x
1986/11,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,107.0
1986/12,Canada,Wax beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722404,1.4.1,107.0
1970/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,96.0
1970/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,73.0
1970/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,124.0
1970/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,115.0
1970/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,108.0
1970/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,104.0
1970/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,78.0
1970/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,72.0
1970/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,70.0
1970/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,219.0
1970/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,244.0
1970/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,215.0
1971/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,200.0
1971/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,191.0
1971/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,180.0
1971/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,157.0
1971/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,157.0
1971/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,150.0
1971/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,140.0
1971/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,134.0
1971/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,135.0
1971/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,229.0
1971/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,156.0
1971/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,165.0
1972/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,169.0
1972/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,149.0
1972/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,94.0
1972/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,93.0
1972/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,85.0
1972/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,57.0
1972/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,47.0
1972/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,37.0
1972/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,44.0
1972/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,82.0
1972/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,161.0
1972/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,144.0
1973/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,126.0
1973/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,104.0
1973/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,89.0
1973/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,72.0
1973/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,49.0
1973/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,46.0
1973/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,33.0
1973/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,34.0
1973/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,32.0
1973/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,233.0
1973/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,410.0
1973/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,431.0
1974/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,402.0
1974/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,329.0
1974/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,359.0
1974/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,293.0
1974/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,262.0
1974/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,232.0
1974/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,232.0
1974/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,229.0
1974/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,87.0
1974/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,269.0
1974/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,321.0
1974/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,327.0
1975/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,280.0
1975/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,294.0
1975/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,274.0
1975/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,262.0
1975/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,224.0
1975/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,215.0
1975/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,161.0
1975/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,151.0
1975/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,191.0
1975/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,264.0
1975/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,254.0
1975/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,228.0
1976/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,222.0
1976/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,189.0
1976/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,171.0
1976/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,165.0
1976/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,151.0
1976/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,146.0
1976/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,90.0
1976/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,108.0
1976/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,114.0
1976/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,180.0
1976/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,239.0
1976/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,213.0
1977/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,183.0
1977/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,198.0
1977/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,149.0
1977/04,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,150.0
1977/05,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,132.0
1977/06,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,104.0
1977/07,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,71.0
1977/08,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,50.0
1977/09,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,30.0
1977/10,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,284.0
1977/11,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,138.0
1977/12,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,139.0
1978/01,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,120.0
1978/02,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,192.0
1978/03,Canada,Lima beans,Frozen vegetables intended for re-manufacture held in storages and factories,v722405,1.5.1,160.0
