Ref_Date,GEO,AGE,SEX,HOUSEHOLD,FOOD,STATS,Vector,Coordinate,Value
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,"Total, food security",Percent,v97170407,3.2.1.6.1.2,100.0
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,"Total, food security",Low 95% confidence interval (percent),v97170408,3.2.1.6.1.3,100.0
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,"Total, food security",High 95% confidence interval (percent),v97170409,3.2.1.6.1.4,100.0
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,High or marginal food security,Number of persons,v97170410,3.2.1.6.2.1,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,High or marginal food security,Percent,v97170411,3.2.1.6.2.2,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,High or marginal food security,Low 95% confidence interval (percent),v97170412,3.2.1.6.2.3,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,High or marginal food security,High 95% confidence interval (percent),v97170413,3.2.1.6.2.4,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Low food security,Number of persons,v97170414,3.2.1.6.3.1,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Low food security,Percent,v97170415,3.2.1.6.3.2,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Low food security,Low 95% confidence interval (percent),v97170416,3.2.1.6.3.3,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Low food security,High 95% confidence interval (percent),v97170417,3.2.1.6.3.4,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Very low food security,Number of persons,v97170418,3.2.1.6.4.1,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Very low food security,Percent,v97170419,3.2.1.6.4.2,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Very low food security,Low 95% confidence interval (percent),v97170420,3.2.1.6.4.3,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Very low food security,High 95% confidence interval (percent),v97170421,3.2.1.6.4.4,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Food security not specified,Number of persons,v97170422,3.2.1.6.5.1,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Food security not specified,Percent,v97170423,3.2.1.6.5.2,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Food security not specified,Low 95% confidence interval (percent),v97170424,3.2.1.6.5.3,F
2012,Nunatsiavut,6 to 14 years,Both sexes,Number of persons in household not specified,Food security not specified,High 95% confidence interval (percent),v97170425,3.2.1.6.5.4,F
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household","Total, food security",Number of persons,v97170426,3.2.2.1.1.1,170.0
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household","Total, food security",Percent,v97170427,3.2.2.1.1.2,100.0
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household","Total, food security",Low 95% confidence interval (percent),v97170428,3.2.2.1.1.3,100.0
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household","Total, food security",High 95% confidence interval (percent),v97170429,3.2.2.1.1.4,100.0
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",High or marginal food security,Number of persons,v97170430,3.2.2.1.2.1,100.0
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",High or marginal food security,Percent,v97170431,3.2.2.1.2.2,58.8
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",High or marginal food security,Low 95% confidence interval (percent),v97170432,3.2.2.1.2.3,52.5
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",High or marginal food security,High 95% confidence interval (percent),v97170433,3.2.2.1.2.4,67.6
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Low food security,Number of persons,v97170434,3.2.2.1.3.1,40.0
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Low food security,Percent,v97170435,3.2.2.1.3.2,23.5
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Low food security,Low 95% confidence interval (percent),v97170436,3.2.2.1.3.3,15.6
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Low food security,High 95% confidence interval (percent),v97170437,3.2.2.1.3.4,28.2
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Very low food security,Number of persons,v97170438,3.2.2.1.4.1,30.0
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Very low food security,Percent,v97170439,3.2.2.1.4.2,17.6
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Very low food security,Low 95% confidence interval (percent),v97170440,3.2.2.1.4.3,11.0
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Very low food security,High 95% confidence interval (percent),v97170441,3.2.2.1.4.4,23.1
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Food security not specified,Number of persons,v97170442,3.2.2.1.5.1,F
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Food security not specified,Percent,v97170443,3.2.2.1.5.2,F
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Food security not specified,Low 95% confidence interval (percent),v97170444,3.2.2.1.5.3,F
2012,Nunatsiavut,6 to 14 years,Male,"Total, number of persons in the household",Food security not specified,High 95% confidence interval (percent),v97170445,3.2.2.1.5.4,F
2012,Nunatsiavut,6 to 14 years,Male,One person,"Total, food security",Number of persons,v97170446,3.2.2.2.1.1,F
2012,Nunatsiavut,6 to 14 years,Male,One person,"Total, food security",Percent,v97170447,3.2.2.2.1.2,F
2012,Nunatsiavut,6 to 14 years,Male,One person,"Total, food security",Low 95% confidence interval (percent),v97170448,3.2.2.2.1.3,F
2012,Nunatsiavut,6 to 14 years,Male,One person,"Total, food security",High 95% confidence interval (percent),v97170449,3.2.2.2.1.4,F
2012,Nunatsiavut,6 to 14 years,Male,One person,High or marginal food security,Number of persons,v97170450,3.2.2.2.2.1,F
2012,Nunatsiavut,6 to 14 years,Male,One person,High or marginal food security,Percent,v97170451,3.2.2.2.2.2,F
2012,Nunatsiavut,6 to 14 years,Male,One person,High or marginal food security,Low 95% confidence interval (percent),v97170452,3.2.2.2.2.3,F
2012,Nunatsiavut,6 to 14 years,Male,One person,High or marginal food security,High 95% confidence interval (percent),v97170453,3.2.2.2.2.4,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Low food security,Number of persons,v97170454,3.2.2.2.3.1,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Low food security,Percent,v97170455,3.2.2.2.3.2,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Low food security,Low 95% confidence interval (percent),v97170456,3.2.2.2.3.3,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Low food security,High 95% confidence interval (percent),v97170457,3.2.2.2.3.4,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Very low food security,Number of persons,v97170458,3.2.2.2.4.1,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Very low food security,Percent,v97170459,3.2.2.2.4.2,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Very low food security,Low 95% confidence interval (percent),v97170460,3.2.2.2.4.3,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Very low food security,High 95% confidence interval (percent),v97170461,3.2.2.2.4.4,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Food security not specified,Number of persons,v97170462,3.2.2.2.5.1,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Food security not specified,Percent,v97170463,3.2.2.2.5.2,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Food security not specified,Low 95% confidence interval (percent),v97170464,3.2.2.2.5.3,F
2012,Nunatsiavut,6 to 14 years,Male,One person,Food security not specified,High 95% confidence interval (percent),v97170465,3.2.2.2.5.4,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,"Total, food security",Number of persons,v97170466,3.2.2.3.1.1,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,"Total, food security",Percent,v97170467,3.2.2.3.1.2,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,"Total, food security",Low 95% confidence interval (percent),v97170468,3.2.2.3.1.3,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,"Total, food security",High 95% confidence interval (percent),v97170469,3.2.2.3.1.4,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,High or marginal food security,Number of persons,v97170470,3.2.2.3.2.1,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,High or marginal food security,Percent,v97170471,3.2.2.3.2.2,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,High or marginal food security,Low 95% confidence interval (percent),v97170472,3.2.2.3.2.3,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,High or marginal food security,High 95% confidence interval (percent),v97170473,3.2.2.3.2.4,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Low food security,Number of persons,v97170474,3.2.2.3.3.1,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Low food security,Percent,v97170475,3.2.2.3.3.2,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Low food security,Low 95% confidence interval (percent),v97170476,3.2.2.3.3.3,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Low food security,High 95% confidence interval (percent),v97170477,3.2.2.3.3.4,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Very low food security,Number of persons,v97170478,3.2.2.3.4.1,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Very low food security,Percent,v97170479,3.2.2.3.4.2,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Very low food security,Low 95% confidence interval (percent),v97170480,3.2.2.3.4.3,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Very low food security,High 95% confidence interval (percent),v97170481,3.2.2.3.4.4,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Food security not specified,Number of persons,v97170482,3.2.2.3.5.1,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Food security not specified,Percent,v97170483,3.2.2.3.5.2,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Food security not specified,Low 95% confidence interval (percent),v97170484,3.2.2.3.5.3,F
2012,Nunatsiavut,6 to 14 years,Male,Two persons,Food security not specified,High 95% confidence interval (percent),v97170485,3.2.2.3.5.4,F
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,"Total, food security",Number of persons,v97170486,3.2.2.4.1.1,110.0
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,"Total, food security",Percent,v97170487,3.2.2.4.1.2,100.0
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,"Total, food security",Low 95% confidence interval (percent),v97170488,3.2.2.4.1.3,100.0
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,"Total, food security",High 95% confidence interval (percent),v97170489,3.2.2.4.1.4,100.0
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,High or marginal food security,Number of persons,v97170490,3.2.2.4.2.1,70.0
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,High or marginal food security,Percent,v97170491,3.2.2.4.2.2,63.6
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,High or marginal food security,Low 95% confidence interval (percent),v97170492,3.2.2.4.2.3,58.1
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,High or marginal food security,High 95% confidence interval (percent),v97170493,3.2.2.4.2.4,74.9
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Low food security,Number of persons,v97170494,3.2.2.4.3.1,20.0
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Low food security,Percent,v97170495,3.2.2.4.3.2,18.2
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Low food security,Low 95% confidence interval (percent),v97170496,3.2.2.4.3.3,15.4
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Low food security,High 95% confidence interval (percent),v97170497,3.2.2.4.3.4,30.8
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Very low food security,Number of persons,v97170498,3.2.2.4.4.1,F
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Very low food security,Percent,v97170499,3.2.2.4.4.2,F
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Very low food security,Low 95% confidence interval (percent),v97170500,3.2.2.4.4.3,F
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Very low food security,High 95% confidence interval (percent),v97170501,3.2.2.4.4.4,F
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Food security not specified,Number of persons,v97170502,3.2.2.4.5.1,F
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Food security not specified,Percent,v97170503,3.2.2.4.5.2,F
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Food security not specified,Low 95% confidence interval (percent),v97170504,3.2.2.4.5.3,F
2012,Nunatsiavut,6 to 14 years,Male,Three to five persons,Food security not specified,High 95% confidence interval (percent),v97170505,3.2.2.4.5.4,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,"Total, food security",Number of persons,v97170506,3.2.2.5.1.1,40.0
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,"Total, food security",Percent,v97170507,3.2.2.5.1.2,100.0
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,"Total, food security",Low 95% confidence interval (percent),v97170508,3.2.2.5.1.3,100.0
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,"Total, food security",High 95% confidence interval (percent),v97170509,3.2.2.5.1.4,100.0
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,High or marginal food security,Number of persons,v97170510,3.2.2.5.2.1,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,High or marginal food security,Percent,v97170511,3.2.2.5.2.2,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,High or marginal food security,Low 95% confidence interval (percent),v97170512,3.2.2.5.2.3,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,High or marginal food security,High 95% confidence interval (percent),v97170513,3.2.2.5.2.4,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Low food security,Number of persons,v97170514,3.2.2.5.3.1,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Low food security,Percent,v97170515,3.2.2.5.3.2,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Low food security,Low 95% confidence interval (percent),v97170516,3.2.2.5.3.3,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Low food security,High 95% confidence interval (percent),v97170517,3.2.2.5.3.4,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Very low food security,Number of persons,v97170518,3.2.2.5.4.1,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Very low food security,Percent,v97170519,3.2.2.5.4.2,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Very low food security,Low 95% confidence interval (percent),v97170520,3.2.2.5.4.3,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Very low food security,High 95% confidence interval (percent),v97170521,3.2.2.5.4.4,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Food security not specified,Number of persons,v97170522,3.2.2.5.5.1,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Food security not specified,Percent,v97170523,3.2.2.5.5.2,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Food security not specified,Low 95% confidence interval (percent),v97170524,3.2.2.5.5.3,F
2012,Nunatsiavut,6 to 14 years,Male,More than five persons,Food security not specified,High 95% confidence interval (percent),v97170525,3.2.2.5.5.4,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,"Total, food security",Number of persons,v97170526,3.2.2.6.1.1,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,"Total, food security",Percent,v97170527,3.2.2.6.1.2,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,"Total, food security",Low 95% confidence interval (percent),v97170528,3.2.2.6.1.3,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,"Total, food security",High 95% confidence interval (percent),v97170529,3.2.2.6.1.4,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,High or marginal food security,Number of persons,v97170530,3.2.2.6.2.1,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,High or marginal food security,Percent,v97170531,3.2.2.6.2.2,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,High or marginal food security,Low 95% confidence interval (percent),v97170532,3.2.2.6.2.3,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,High or marginal food security,High 95% confidence interval (percent),v97170533,3.2.2.6.2.4,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Low food security,Number of persons,v97170534,3.2.2.6.3.1,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Low food security,Percent,v97170535,3.2.2.6.3.2,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Low food security,Low 95% confidence interval (percent),v97170536,3.2.2.6.3.3,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Low food security,High 95% confidence interval (percent),v97170537,3.2.2.6.3.4,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Very low food security,Number of persons,v97170538,3.2.2.6.4.1,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Very low food security,Percent,v97170539,3.2.2.6.4.2,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Very low food security,Low 95% confidence interval (percent),v97170540,3.2.2.6.4.3,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Very low food security,High 95% confidence interval (percent),v97170541,3.2.2.6.4.4,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Food security not specified,Number of persons,v97170542,3.2.2.6.5.1,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Food security not specified,Percent,v97170543,3.2.2.6.5.2,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Food security not specified,Low 95% confidence interval (percent),v97170544,3.2.2.6.5.3,F
2012,Nunatsiavut,6 to 14 years,Male,Number of persons in household not specified,Food security not specified,High 95% confidence interval (percent),v97170545,3.2.2.6.5.4,F
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household","Total, food security",Number of persons,v97170546,3.2.3.1.1.1,150.0
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household","Total, food security",Percent,v97170547,3.2.3.1.1.2,100.0
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household","Total, food security",Low 95% confidence interval (percent),v97170548,3.2.3.1.1.3,100.0
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household","Total, food security",High 95% confidence interval (percent),v97170549,3.2.3.1.1.4,100.0
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",High or marginal food security,Number of persons,v97170550,3.2.3.1.2.1,100.0
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",High or marginal food security,Percent,v97170551,3.2.3.1.2.2,66.7
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",High or marginal food security,Low 95% confidence interval (percent),v97170552,3.2.3.1.2.3,56.4
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",High or marginal food security,High 95% confidence interval (percent),v97170553,3.2.3.1.2.4,73.0
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Low food security,Number of persons,v97170554,3.2.3.1.3.1,30.0
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Low food security,Percent,v97170555,3.2.3.1.3.2,20.0
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Low food security,Low 95% confidence interval (percent),v97170556,3.2.3.1.3.3,11.5
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Low food security,High 95% confidence interval (percent),v97170557,3.2.3.1.3.4,24.8
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Very low food security,Number of persons,v97170558,3.2.3.1.4.1,20.0
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Very low food security,Percent,v97170559,3.2.3.1.4.2,13.3
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Very low food security,Low 95% confidence interval (percent),v97170560,3.2.3.1.4.3,11.3
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Very low food security,High 95% confidence interval (percent),v97170561,3.2.3.1.4.4,23.8
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Food security not specified,Number of persons,v97170562,3.2.3.1.5.1,F
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Food security not specified,Percent,v97170563,3.2.3.1.5.2,F
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Food security not specified,Low 95% confidence interval (percent),v97170564,3.2.3.1.5.3,F
2012,Nunatsiavut,6 to 14 years,Female,"Total, number of persons in the household",Food security not specified,High 95% confidence interval (percent),v97170565,3.2.3.1.5.4,F
2012,Nunatsiavut,6 to 14 years,Female,One person,"Total, food security",Number of persons,v97170566,3.2.3.2.1.1,F
2012,Nunatsiavut,6 to 14 years,Female,One person,"Total, food security",Percent,v97170567,3.2.3.2.1.2,F
2012,Nunatsiavut,6 to 14 years,Female,One person,"Total, food security",Low 95% confidence interval (percent),v97170568,3.2.3.2.1.3,F
2012,Nunatsiavut,6 to 14 years,Female,One person,"Total, food security",High 95% confidence interval (percent),v97170569,3.2.3.2.1.4,F
2012,Nunatsiavut,6 to 14 years,Female,One person,High or marginal food security,Number of persons,v97170570,3.2.3.2.2.1,F
2012,Nunatsiavut,6 to 14 years,Female,One person,High or marginal food security,Percent,v97170571,3.2.3.2.2.2,F
2012,Nunatsiavut,6 to 14 years,Female,One person,High or marginal food security,Low 95% confidence interval (percent),v97170572,3.2.3.2.2.3,F
2012,Nunatsiavut,6 to 14 years,Female,One person,High or marginal food security,High 95% confidence interval (percent),v97170573,3.2.3.2.2.4,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Low food security,Number of persons,v97170574,3.2.3.2.3.1,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Low food security,Percent,v97170575,3.2.3.2.3.2,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Low food security,Low 95% confidence interval (percent),v97170576,3.2.3.2.3.3,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Low food security,High 95% confidence interval (percent),v97170577,3.2.3.2.3.4,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Very low food security,Number of persons,v97170578,3.2.3.2.4.1,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Very low food security,Percent,v97170579,3.2.3.2.4.2,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Very low food security,Low 95% confidence interval (percent),v97170580,3.2.3.2.4.3,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Very low food security,High 95% confidence interval (percent),v97170581,3.2.3.2.4.4,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Food security not specified,Number of persons,v97170582,3.2.3.2.5.1,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Food security not specified,Percent,v97170583,3.2.3.2.5.2,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Food security not specified,Low 95% confidence interval (percent),v97170584,3.2.3.2.5.3,F
2012,Nunatsiavut,6 to 14 years,Female,One person,Food security not specified,High 95% confidence interval (percent),v97170585,3.2.3.2.5.4,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,"Total, food security",Number of persons,v97170586,3.2.3.3.1.1,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,"Total, food security",Percent,v97170587,3.2.3.3.1.2,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,"Total, food security",Low 95% confidence interval (percent),v97170588,3.2.3.3.1.3,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,"Total, food security",High 95% confidence interval (percent),v97170589,3.2.3.3.1.4,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,High or marginal food security,Number of persons,v97170590,3.2.3.3.2.1,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,High or marginal food security,Percent,v97170591,3.2.3.3.2.2,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,High or marginal food security,Low 95% confidence interval (percent),v97170592,3.2.3.3.2.3,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,High or marginal food security,High 95% confidence interval (percent),v97170593,3.2.3.3.2.4,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Low food security,Number of persons,v97170594,3.2.3.3.3.1,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Low food security,Percent,v97170595,3.2.3.3.3.2,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Low food security,Low 95% confidence interval (percent),v97170596,3.2.3.3.3.3,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Low food security,High 95% confidence interval (percent),v97170597,3.2.3.3.3.4,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Very low food security,Number of persons,v97170598,3.2.3.3.4.1,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Very low food security,Percent,v97170599,3.2.3.3.4.2,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Very low food security,Low 95% confidence interval (percent),v97170600,3.2.3.3.4.3,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Very low food security,High 95% confidence interval (percent),v97170601,3.2.3.3.4.4,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Food security not specified,Number of persons,v97170602,3.2.3.3.5.1,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Food security not specified,Percent,v97170603,3.2.3.3.5.2,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Food security not specified,Low 95% confidence interval (percent),v97170604,3.2.3.3.5.3,F
2012,Nunatsiavut,6 to 14 years,Female,Two persons,Food security not specified,High 95% confidence interval (percent),v97170605,3.2.3.3.5.4,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,"Total, food security",Number of persons,v97170606,3.2.3.4.1.1,90.0
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,"Total, food security",Percent,v97170607,3.2.3.4.1.2,100.0
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,"Total, food security",Low 95% confidence interval (percent),v97170608,3.2.3.4.1.3,100.0
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,"Total, food security",High 95% confidence interval (percent),v97170609,3.2.3.4.1.4,100.0
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,High or marginal food security,Number of persons,v97170610,3.2.3.4.2.1,70.0
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,High or marginal food security,Percent,v97170611,3.2.3.4.2.2,77.8
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,High or marginal food security,Low 95% confidence interval (percent),v97170612,3.2.3.4.2.3,72.6
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,High or marginal food security,High 95% confidence interval (percent),v97170613,3.2.3.4.2.4,89.3
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Low food security,Number of persons,v97170614,3.2.3.4.3.1,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Low food security,Percent,v97170615,3.2.3.4.3.2,F
2012,Nunatsiavut,6 to 14 years,Female,Three to five persons,Low food security,Low 95% confidence interval (percent),v97170616,3.2.3.4.3.3,F
