Ref_Date,GEO,INCOME,Vector,Coordinate,Value
2001,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,87.7
2002,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,111.6
2003,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,90.4
2004,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,80.4
2005,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,66.1
2006,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,108.0
2007,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,92.2
2008,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,72.8
2009,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,68.6
2010,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,53.6
2011,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,59.7
2012,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,63.2
2013,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,55.0
2014,Newfoundland and Labrador,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789011,2.36,63.0
1998,Prince Edward Island,Number of farm operators,v29789012,3.1,2030.0
1999,Prince Edward Island,Number of farm operators,v29789012,3.1,2010.0
2000,Prince Edward Island,Number of farm operators,v29789012,3.1,1960.0
2001,Prince Edward Island,Number of farm operators,v29789012,3.1,1900.0
2002,Prince Edward Island,Number of farm operators,v29789012,3.1,1910.0
2003,Prince Edward Island,Number of farm operators,v29789012,3.1,1860.0
2004,Prince Edward Island,Number of farm operators,v29789012,3.1,1830.0
2005,Prince Edward Island,Number of farm operators,v29789012,3.1,1790.0
2006,Prince Edward Island,Number of farm operators,v29789012,3.1,1800.0
2007,Prince Edward Island,Number of farm operators,v29789012,3.1,1750.0
2008,Prince Edward Island,Number of farm operators,v29789012,3.1,1740.0
2009,Prince Edward Island,Number of farm operators,v29789012,3.1,1660.0
2010,Prince Edward Island,Number of farm operators,v29789012,3.1,1670.0
2011,Prince Edward Island,Number of farm operators,v29789012,3.1,1630.0
2012,Prince Edward Island,Number of farm operators,v29789012,3.1,1680.0
2013,Prince Edward Island,Number of farm operators,v29789012,3.1,1730.0
2014,Prince Edward Island,Number of farm operators,v29789012,3.1,1730.0
2002,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2003,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2004,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2005,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2006,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2007,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2008,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2009,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2010,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2011,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2012,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2013,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
2014,Prince Edward Island,"Number of farm operators, distribution by province (percent)",v29789013,3.2,0.7
1998,Prince Edward Island,Number of farms,v29789014,3.3,1600.0
1999,Prince Edward Island,Number of farms,v29789014,3.3,1570.0
2000,Prince Edward Island,Number of farms,v29789014,3.3,1515.0
2001,Prince Edward Island,Number of farms,v29789014,3.3,1495.0
2002,Prince Edward Island,Number of farms,v29789014,3.3,1465.0
2003,Prince Edward Island,Number of farms,v29789014,3.3,1420.0
2004,Prince Edward Island,Number of farms,v29789014,3.3,1400.0
2005,Prince Edward Island,Number of farms,v29789014,3.3,1325.0
2006,Prince Edward Island,Number of farms,v29789014,3.3,1315.0
2007,Prince Edward Island,Number of farms,v29789014,3.3,1265.0
2008,Prince Edward Island,Number of farms,v29789014,3.3,1235.0
2009,Prince Edward Island,Number of farms,v29789014,3.3,1155.0
2010,Prince Edward Island,Number of farms,v29789014,3.3,1175.0
2011,Prince Edward Island,Number of farms,v29789014,3.3,1130.0
2012,Prince Edward Island,Number of farms,v29789014,3.3,1170.0
2013,Prince Edward Island,Number of farms,v29789014,3.3,1175.0
2014,Prince Edward Island,Number of farms,v29789014,3.3,1200.0
2002,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2003,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2004,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2005,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2006,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2007,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2008,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2009,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.6
2010,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2011,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2012,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2013,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
2014,Prince Edward Island,"Number of farms, distribution by province (percent)",v29789015,3.4,0.7
1998,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,84719.0
1999,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,98914.0
2000,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,97531.0
2001,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,95733.0
2002,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,89293.0
2003,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,94972.0
2004,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,83056.0
2005,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,92225.0
2006,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,97568.0
2007,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,96145.0
2008,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,114857.0
2009,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,108432.0
2010,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,117107.0
2011,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,149139.0
2012,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,147794.0
2013,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,146923.0
2014,Prince Edward Island,"Total income (x 1,000)",v29789016,3.5,159638.0
1998,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,38490.0
1999,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,40944.0
2000,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,41172.0
2001,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,41216.0
2002,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,43748.0
2003,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,43418.0
2004,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,46253.0
2005,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,46273.0
2006,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,48522.0
2007,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,48719.0
2008,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,53715.0
2009,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,51490.0
2010,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,53685.0
2011,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,54935.0
2012,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,61528.0
2013,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,62503.0
2014,Prince Edward Island,"Off-farm income (x 1,000)",v29789017,3.6,65234.0
2002,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,26516.0
2003,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,26149.0
2004,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,26749.0
2005,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,28314.0
2006,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,30710.0
2007,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,29824.0
2008,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,33786.0
2009,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,33444.0
2010,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,33814.0
2011,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,35274.0
2012,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,38834.0
2013,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,39520.0
2014,Prince Edward Island,"Off-farm employment income (x 1,000)",v29789018,3.7,40644.0
2002,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,24673.0
2003,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,24737.0
2004,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,25166.0
2005,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,26674.0
2006,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,28596.0
2007,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,27821.0
2008,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,32133.0
2009,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,31655.0
2010,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,32383.0
2011,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,33535.0
2012,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,37251.0
2013,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,38567.0
2014,Prince Edward Island,"Wages and salaries (x 1,000)",v29789019,3.8,39289.0
2002,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,1844.0
2003,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,1412.0
2004,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,1583.0
2005,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,1640.0
2006,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,2114.0
2007,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,2002.0
2008,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,1653.0
2009,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,1789.0
2010,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,1431.0
2011,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,1738.0
2012,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,1583.0
2013,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,F
2014,Prince Edward Island,"Net off-farm self-employment income (x 1,000)",v29789020,3.9,1354.0
2002,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,5957.0
2003,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,6623.0
2004,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,6963.0
2005,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,6263.0
2006,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,5979.0
2007,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,6490.0
2008,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,7348.0
2009,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,6844.0
2010,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,7601.0
2011,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,8281.0
2012,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,9722.0
2013,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,9915.0
2014,Prince Edward Island,"Investment income (x 1,000)",v29789021,3.10,10341.0
2002,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,5742.0
2003,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,5547.0
2004,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,5838.0
2005,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,7008.0
2006,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,6853.0
2007,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,7824.0
2008,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,7695.0
2009,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,6764.0
2010,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,7877.0
2011,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,7653.0
2012,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,8572.0
2013,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,9019.0
2014,Prince Edward Island,"Pension income (x 1,000)",v29789022,3.11,9695.0
2002,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,1989.0
2003,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,2165.0
2004,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,1880.0
2005,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,1794.0
2006,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,2439.0
2007,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,2395.0
2008,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,2234.0
2009,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,2466.0
2010,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,2617.0
2011,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,2428.0
2012,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,2818.0
2013,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,2785.0
2014,Prince Edward Island,"Government social transfers (x 1,000)",v29789023,3.12,2441.0
2002,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,3545.0
2003,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,2934.0
2004,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,4823.0
2005,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,2894.0
2006,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,2541.0
2007,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,2187.0
2008,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,2652.0
2009,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,1973.0
2010,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,1776.0
2011,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,1299.0
2012,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,1581.0
2013,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,1265.0
2014,Prince Edward Island,"Other off-farm income (x 1,000)",v29789024,3.13,2112.0
1998,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,46229.0
1999,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,57971.0
2000,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,56359.0
2001,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,54517.0
2002,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,45545.0
2003,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,51555.0
2004,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,36802.0
2005,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,45952.0
2006,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,49046.0
2007,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,47426.0
2008,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,61141.0
2009,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,56942.0
2010,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,63422.0
2011,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,94204.0
2012,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,86266.0
2013,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,84420.0
2014,Prince Edward Island,"Net operating income (x 1,000)",v29789025,3.14,94405.0
2002,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,18253.0
2003,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,19138.0
2004,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,28274.0
2005,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,32798.0
2006,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,21993.0
2007,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,23015.0
2008,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,33790.0
2009,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,38033.0
2010,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,28693.0
2011,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,33363.0
2012,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,23215.0
2013,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,31350.0
2014,Prince Edward Island,"Net program payments (x 1,000)",v29789026,3.15,18885.0
2002,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,27291.0
2003,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,32417.0
2004,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,8529.0
2005,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,13153.0
2006,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,27053.0
2007,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,24411.0
2008,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,27351.0
2009,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,18909.0
2010,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,34729.0
2011,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,60841.0
2012,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,63052.0
2013,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,53070.0
2014,Prince Edward Island,"Net market income (x 1,000)",v29789027,3.16,75520.0
1998,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,52293.0
1999,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,63413.0
2000,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,60023.0
2001,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,59224.0
2002,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,51650.0
2003,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,58501.0
2004,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,45491.0
2005,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,54731.0
2006,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,59610.0
2007,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,55428.0
2008,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,73693.0
2009,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,67359.0
2010,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,75861.0
2011,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,107088.0
2012,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,99764.0
2013,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,98242.0
2014,Prince Edward Island,"Total income adjusted for capital cost allowance (x 1,000)",v29789028,3.17,111282.0
2002,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,37643.0
2003,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,36471.0
2004,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,37564.0
2005,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,37494.0
2006,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,37958.0
2007,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,40717.0
2008,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,41164.0
2009,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,41073.0
2010,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,41247.0
2011,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,42051.0
2012,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,48030.0
2013,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,48681.0
2014,Prince Edward Island,"Adjustment for capital cost allowance (x 1,000)",v29789029,3.18,48356.0
2002,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,-10351.0
2003,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,-4054.0
2004,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,-29036.0
2005,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,-24341.0
2006,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,-10905.0
2007,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,-16306.0
2008,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,-13813.0
2009,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,-22164.0
2010,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,-6518.0
2011,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,18790.0
2012,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,15022.0
2013,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,4388.0
2014,Prince Edward Island,"Net market income adjusted for capital cost allowance (x 1,000)",v29789030,3.19,27164.0
1998,Prince Edward Island,Average total income,v29789031,3.20,41733.0
1999,Prince Edward Island,Average total income,v29789031,3.20,49211.0
2000,Prince Edward Island,Average total income,v29789031,3.20,49760.0
2001,Prince Edward Island,Average total income,v29789031,3.20,50386.0
2002,Prince Edward Island,Average total income,v29789031,3.20,46750.0
2003,Prince Edward Island,Average total income,v29789031,3.20,51060.0
2004,Prince Edward Island,Average total income,v29789031,3.20,45386.0
2005,Prince Edward Island,Average total income,v29789031,3.20,51522.0
2006,Prince Edward Island,Average total income,v29789031,3.20,54205.0
2007,Prince Edward Island,Average total income,v29789031,3.20,54940.0
2008,Prince Edward Island,Average total income,v29789031,3.20,66010.0
2009,Prince Edward Island,Average total income,v29789031,3.20,65321.0
2010,Prince Edward Island,Average total income,v29789031,3.20,70124.0
2011,Prince Edward Island,Average total income,v29789031,3.20,91497.0
2012,Prince Edward Island,Average total income,v29789031,3.20,87973.0
2013,Prince Edward Island,Average total income,v29789031,3.20,84927.0
2014,Prince Edward Island,Average total income,v29789031,3.20,92277.0
1998,Prince Edward Island,Average off-farm income,v29789032,3.21,18961.0
1999,Prince Edward Island,Average off-farm income,v29789032,3.21,20370.0
2000,Prince Edward Island,Average off-farm income,v29789032,3.21,21006.0
2001,Prince Edward Island,Average off-farm income,v29789032,3.21,21693.0
2002,Prince Edward Island,Average off-farm income,v29789032,3.21,22905.0
2003,Prince Edward Island,Average off-farm income,v29789032,3.21,23343.0
2004,Prince Edward Island,Average off-farm income,v29789032,3.21,25275.0
2005,Prince Edward Island,Average off-farm income,v29789032,3.21,25851.0
2006,Prince Edward Island,Average off-farm income,v29789032,3.21,26957.0
2007,Prince Edward Island,Average off-farm income,v29789032,3.21,27839.0
2008,Prince Edward Island,Average off-farm income,v29789032,3.21,30871.0
2009,Prince Edward Island,Average off-farm income,v29789032,3.21,31018.0
2010,Prince Edward Island,Average off-farm income,v29789032,3.21,32147.0
2011,Prince Edward Island,Average off-farm income,v29789032,3.21,33703.0
2012,Prince Edward Island,Average off-farm income,v29789032,3.21,36624.0
2013,Prince Edward Island,Average off-farm income,v29789032,3.21,36129.0
2014,Prince Edward Island,Average off-farm income,v29789032,3.21,37707.0
2002,Prince Edward Island,Average off-farm employment income,v29789033,3.22,13883.0
2003,Prince Edward Island,Average off-farm employment income,v29789033,3.22,14059.0
2004,Prince Edward Island,Average off-farm employment income,v29789033,3.22,14617.0
2005,Prince Edward Island,Average off-farm employment income,v29789033,3.22,15818.0
2006,Prince Edward Island,Average off-farm employment income,v29789033,3.22,17061.0
2007,Prince Edward Island,Average off-farm employment income,v29789033,3.22,17042.0
2008,Prince Edward Island,Average off-farm employment income,v29789033,3.22,19417.0
2009,Prince Edward Island,Average off-farm employment income,v29789033,3.22,20147.0
2010,Prince Edward Island,Average off-farm employment income,v29789033,3.22,20248.0
2011,Prince Edward Island,Average off-farm employment income,v29789033,3.22,21640.0
2012,Prince Edward Island,Average off-farm employment income,v29789033,3.22,23116.0
2013,Prince Edward Island,Average off-farm employment income,v29789033,3.22,22844.0
2014,Prince Edward Island,Average off-farm employment income,v29789033,3.22,23493.0
2002,Prince Edward Island,Average wages and salaries,v29789034,3.23,12918.0
2003,Prince Edward Island,Average wages and salaries,v29789034,3.23,13299.0
2004,Prince Edward Island,Average wages and salaries,v29789034,3.23,13752.0
2005,Prince Edward Island,Average wages and salaries,v29789034,3.23,14902.0
2006,Prince Edward Island,Average wages and salaries,v29789034,3.23,15887.0
2007,Prince Edward Island,Average wages and salaries,v29789034,3.23,15898.0
2008,Prince Edward Island,Average wages and salaries,v29789034,3.23,18467.0
2009,Prince Edward Island,Average wages and salaries,v29789034,3.23,19070.0
2010,Prince Edward Island,Average wages and salaries,v29789034,3.23,19391.0
2011,Prince Edward Island,Average wages and salaries,v29789034,3.23,20574.0
2012,Prince Edward Island,Average wages and salaries,v29789034,3.23,22173.0
