Ref_Date,GEO,AGE,SEX,SMOKING,STATS,Vector,Coordinate,Value
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Occasional smoker,Number of persons,v97163766,2.1.1.4.1,2740.0
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Occasional smoker,Percent,v97163767,2.1.1.4.2,9.5
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Occasional smoker,Low 95% confidence interval (percent),v97163768,2.1.1.4.3,8.3
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Occasional smoker,High 95% confidence interval (percent),v97163769,2.1.1.4.4,10.8
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Non-smoker,Number of persons,v97163770,2.1.1.5.1,7250.0
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Non-smoker,Percent,v97163771,2.1.1.5.2,25.1
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Non-smoker,Low 95% confidence interval (percent),v97163772,2.1.1.5.3,23.2
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Non-smoker,High 95% confidence interval (percent),v97163773,2.1.1.5.4,27.1
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Exposed to second-hand smoke at home,Number of persons,v97163774,2.1.1.6.1,1410.0
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Exposed to second-hand smoke at home,Percent,v97163775,2.1.1.6.2,4.9
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163776,2.1.1.6.3,4.0
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163777,2.1.1.6.4,5.9
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Not exposed to second-hand smoke at home,Number of persons,v97163778,2.1.1.7.1,5830.0
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Not exposed to second-hand smoke at home,Percent,v97163779,2.1.1.7.2,20.2
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163780,2.1.1.7.3,18.4
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163781,2.1.1.7.4,22.1
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Not specified if exposed to second-hand smoke at home,Number of persons,v97163782,2.1.1.8.1,F
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Not specified if exposed to second-hand smoke at home,Percent,v97163783,2.1.1.8.2,F
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163784,2.1.1.8.3,F
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163785,2.1.1.8.4,F
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Smoking status not specified,Number of persons,v97163786,2.1.1.9.1,2190.0
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Smoking status not specified,Percent,v97163787,2.1.1.9.2,7.6
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Smoking status not specified,Low 95% confidence interval (percent),v97163788,2.1.1.9.3,6.5
2012,Inuit Nunangat,"Total, 15 years and over",Both sexes,Smoking status not specified,High 95% confidence interval (percent),v97163789,2.1.1.9.4,8.9
2012,Inuit Nunangat,"Total, 15 years and over",Male,"Total, smoking status",Number of persons,v97163790,2.1.2.1.1,13520.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,"Total, smoking status",Percent,v97163791,2.1.2.1.2,100.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,"Total, smoking status",Low 95% confidence interval (percent),v97163792,2.1.2.1.3,100.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,"Total, smoking status",High 95% confidence interval (percent),v97163793,2.1.2.1.4,100.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,Current daily or occasional smoker,Number of persons,v97163794,2.1.2.2.1,9110.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,Current daily or occasional smoker,Percent,v97163795,2.1.2.2.2,67.4
2012,Inuit Nunangat,"Total, 15 years and over",Male,Current daily or occasional smoker,Low 95% confidence interval (percent),v97163796,2.1.2.2.3,64.3
2012,Inuit Nunangat,"Total, 15 years and over",Male,Current daily or occasional smoker,High 95% confidence interval (percent),v97163797,2.1.2.2.4,70.3
2012,Inuit Nunangat,"Total, 15 years and over",Male,Daily smoker,Number of persons,v97163798,2.1.2.3.1,7730.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,Daily smoker,Percent,v97163799,2.1.2.3.2,57.2
2012,Inuit Nunangat,"Total, 15 years and over",Male,Daily smoker,Low 95% confidence interval (percent),v97163800,2.1.2.3.3,54.1
2012,Inuit Nunangat,"Total, 15 years and over",Male,Daily smoker,High 95% confidence interval (percent),v97163801,2.1.2.3.4,60.1
2012,Inuit Nunangat,"Total, 15 years and over",Male,Occasional smoker,Number of persons,v97163802,2.1.2.4.1,1380.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,Occasional smoker,Percent,v97163803,2.1.2.4.2,10.2
2012,Inuit Nunangat,"Total, 15 years and over",Male,Occasional smoker,Low 95% confidence interval (percent),v97163804,2.1.2.4.3,8.5
2012,Inuit Nunangat,"Total, 15 years and over",Male,Occasional smoker,High 95% confidence interval (percent),v97163805,2.1.2.4.4,12.2
2012,Inuit Nunangat,"Total, 15 years and over",Male,Non-smoker,Number of persons,v97163806,2.1.2.5.1,3360.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,Non-smoker,Percent,v97163807,2.1.2.5.2,24.9
2012,Inuit Nunangat,"Total, 15 years and over",Male,Non-smoker,Low 95% confidence interval (percent),v97163808,2.1.2.5.3,22.3
2012,Inuit Nunangat,"Total, 15 years and over",Male,Non-smoker,High 95% confidence interval (percent),v97163809,2.1.2.5.4,27.6
2012,Inuit Nunangat,"Total, 15 years and over",Male,Exposed to second-hand smoke at home,Number of persons,v97163810,2.1.2.6.1,760.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,Exposed to second-hand smoke at home,Percent,v97163811,2.1.2.6.2,5.6
2012,Inuit Nunangat,"Total, 15 years and over",Male,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163812,2.1.2.6.3,4.4
2012,Inuit Nunangat,"Total, 15 years and over",Male,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163813,2.1.2.6.4,7.1
2012,Inuit Nunangat,"Total, 15 years and over",Male,Not exposed to second-hand smoke at home,Number of persons,v97163814,2.1.2.7.1,2600.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,Not exposed to second-hand smoke at home,Percent,v97163815,2.1.2.7.2,19.2
2012,Inuit Nunangat,"Total, 15 years and over",Male,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163816,2.1.2.7.3,16.8
2012,Inuit Nunangat,"Total, 15 years and over",Male,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163817,2.1.2.7.4,21.9
2012,Inuit Nunangat,"Total, 15 years and over",Male,Not specified if exposed to second-hand smoke at home,Number of persons,v97163818,2.1.2.8.1,F
2012,Inuit Nunangat,"Total, 15 years and over",Male,Not specified if exposed to second-hand smoke at home,Percent,v97163819,2.1.2.8.2,F
2012,Inuit Nunangat,"Total, 15 years and over",Male,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163820,2.1.2.8.3,F
2012,Inuit Nunangat,"Total, 15 years and over",Male,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163821,2.1.2.8.4,F
2012,Inuit Nunangat,"Total, 15 years and over",Male,Smoking status not specified,Number of persons,v97163822,2.1.2.9.1,1050.0
2012,Inuit Nunangat,"Total, 15 years and over",Male,Smoking status not specified,Percent,v97163823,2.1.2.9.2,7.8
2012,Inuit Nunangat,"Total, 15 years and over",Male,Smoking status not specified,Low 95% confidence interval (percent),v97163824,2.1.2.9.3,6.1
2012,Inuit Nunangat,"Total, 15 years and over",Male,Smoking status not specified,High 95% confidence interval (percent),v97163825,2.1.2.9.4,9.9
2012,Inuit Nunangat,"Total, 15 years and over",Female,"Total, smoking status",Number of persons,v97163826,2.1.3.1.1,15370.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,"Total, smoking status",Percent,v97163827,2.1.3.1.2,100.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,"Total, smoking status",Low 95% confidence interval (percent),v97163828,2.1.3.1.3,100.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,"Total, smoking status",High 95% confidence interval (percent),v97163829,2.1.3.1.4,100.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Current daily or occasional smoker,Number of persons,v97163830,2.1.3.2.1,10340.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Current daily or occasional smoker,Percent,v97163831,2.1.3.2.2,67.3
2012,Inuit Nunangat,"Total, 15 years and over",Female,Current daily or occasional smoker,Low 95% confidence interval (percent),v97163832,2.1.3.2.3,64.1
2012,Inuit Nunangat,"Total, 15 years and over",Female,Current daily or occasional smoker,High 95% confidence interval (percent),v97163833,2.1.3.2.4,70.2
2012,Inuit Nunangat,"Total, 15 years and over",Female,Daily smoker,Number of persons,v97163834,2.1.3.3.1,8980.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Daily smoker,Percent,v97163835,2.1.3.3.2,58.4
2012,Inuit Nunangat,"Total, 15 years and over",Female,Daily smoker,Low 95% confidence interval (percent),v97163836,2.1.3.3.3,55.3
2012,Inuit Nunangat,"Total, 15 years and over",Female,Daily smoker,High 95% confidence interval (percent),v97163837,2.1.3.3.4,61.4
2012,Inuit Nunangat,"Total, 15 years and over",Female,Occasional smoker,Number of persons,v97163838,2.1.3.4.1,1360.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Occasional smoker,Percent,v97163839,2.1.3.4.2,8.8
2012,Inuit Nunangat,"Total, 15 years and over",Female,Occasional smoker,Low 95% confidence interval (percent),v97163840,2.1.3.4.3,7.2
2012,Inuit Nunangat,"Total, 15 years and over",Female,Occasional smoker,High 95% confidence interval (percent),v97163841,2.1.3.4.4,10.8
2012,Inuit Nunangat,"Total, 15 years and over",Female,Non-smoker,Number of persons,v97163842,2.1.3.5.1,3890.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Non-smoker,Percent,v97163843,2.1.3.5.2,25.3
2012,Inuit Nunangat,"Total, 15 years and over",Female,Non-smoker,Low 95% confidence interval (percent),v97163844,2.1.3.5.3,22.6
2012,Inuit Nunangat,"Total, 15 years and over",Female,Non-smoker,High 95% confidence interval (percent),v97163845,2.1.3.5.4,28.2
2012,Inuit Nunangat,"Total, 15 years and over",Female,Exposed to second-hand smoke at home,Number of persons,v97163846,2.1.3.6.1,650.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Exposed to second-hand smoke at home,Percent,v97163847,2.1.3.6.2,4.2
2012,Inuit Nunangat,"Total, 15 years and over",Female,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163848,2.1.3.6.3,3.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163849,2.1.3.6.4,5.9
2012,Inuit Nunangat,"Total, 15 years and over",Female,Not exposed to second-hand smoke at home,Number of persons,v97163850,2.1.3.7.1,3230.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Not exposed to second-hand smoke at home,Percent,v97163851,2.1.3.7.2,21.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163852,2.1.3.7.3,18.5
2012,Inuit Nunangat,"Total, 15 years and over",Female,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163853,2.1.3.7.4,23.8
2012,Inuit Nunangat,"Total, 15 years and over",Female,Not specified if exposed to second-hand smoke at home,Number of persons,v97163854,2.1.3.8.1,F
2012,Inuit Nunangat,"Total, 15 years and over",Female,Not specified if exposed to second-hand smoke at home,Percent,v97163855,2.1.3.8.2,F
2012,Inuit Nunangat,"Total, 15 years and over",Female,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163856,2.1.3.8.3,F
2012,Inuit Nunangat,"Total, 15 years and over",Female,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163857,2.1.3.8.4,F
2012,Inuit Nunangat,"Total, 15 years and over",Female,Smoking status not specified,Number of persons,v97163858,2.1.3.9.1,1140.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Smoking status not specified,Percent,v97163859,2.1.3.9.2,7.4
2012,Inuit Nunangat,"Total, 15 years and over",Female,Smoking status not specified,Low 95% confidence interval (percent),v97163860,2.1.3.9.3,6.0
2012,Inuit Nunangat,"Total, 15 years and over",Female,Smoking status not specified,High 95% confidence interval (percent),v97163861,2.1.3.9.4,9.2
2012,Inuit Nunangat,15 to 24 years,Both sexes,"Total, smoking status",Number of persons,v97163862,2.2.1.1.1,9260.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,"Total, smoking status",Percent,v97163863,2.2.1.1.2,100.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,"Total, smoking status",Low 95% confidence interval (percent),v97163864,2.2.1.1.3,100.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,"Total, smoking status",High 95% confidence interval (percent),v97163865,2.2.1.1.4,100.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,Current daily or occasional smoker,Number of persons,v97163866,2.2.1.2.1,6180.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,Current daily or occasional smoker,Percent,v97163867,2.2.1.2.2,66.7
2012,Inuit Nunangat,15 to 24 years,Both sexes,Current daily or occasional smoker,Low 95% confidence interval (percent),v97163868,2.2.1.2.3,63.5
2012,Inuit Nunangat,15 to 24 years,Both sexes,Current daily or occasional smoker,High 95% confidence interval (percent),v97163869,2.2.1.2.4,69.8
2012,Inuit Nunangat,15 to 24 years,Both sexes,Daily smoker,Number of persons,v97163870,2.2.1.3.1,5170.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,Daily smoker,Percent,v97163871,2.2.1.3.2,55.8
2012,Inuit Nunangat,15 to 24 years,Both sexes,Daily smoker,Low 95% confidence interval (percent),v97163872,2.2.1.3.3,52.5
2012,Inuit Nunangat,15 to 24 years,Both sexes,Daily smoker,High 95% confidence interval (percent),v97163873,2.2.1.3.4,59.1
2012,Inuit Nunangat,15 to 24 years,Both sexes,Occasional smoker,Number of persons,v97163874,2.2.1.4.1,1010.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,Occasional smoker,Percent,v97163875,2.2.1.4.2,10.9
2012,Inuit Nunangat,15 to 24 years,Both sexes,Occasional smoker,Low 95% confidence interval (percent),v97163876,2.2.1.4.3,9.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,Occasional smoker,High 95% confidence interval (percent),v97163877,2.2.1.4.4,13.1
2012,Inuit Nunangat,15 to 24 years,Both sexes,Non-smoker,Number of persons,v97163878,2.2.1.5.1,2200.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,Non-smoker,Percent,v97163879,2.2.1.5.2,23.8
2012,Inuit Nunangat,15 to 24 years,Both sexes,Non-smoker,Low 95% confidence interval (percent),v97163880,2.2.1.5.3,21.2
2012,Inuit Nunangat,15 to 24 years,Both sexes,Non-smoker,High 95% confidence interval (percent),v97163881,2.2.1.5.4,26.7
2012,Inuit Nunangat,15 to 24 years,Both sexes,Exposed to second-hand smoke at home,Number of persons,v97163882,2.2.1.6.1,550.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,Exposed to second-hand smoke at home,Percent,v97163883,2.2.1.6.2,5.9
2012,Inuit Nunangat,15 to 24 years,Both sexes,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163884,2.2.1.6.3,4.6
2012,Inuit Nunangat,15 to 24 years,Both sexes,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163885,2.2.1.6.4,7.6
2012,Inuit Nunangat,15 to 24 years,Both sexes,Not exposed to second-hand smoke at home,Number of persons,v97163886,2.2.1.7.1,1650.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,Not exposed to second-hand smoke at home,Percent,v97163887,2.2.1.7.2,17.8
2012,Inuit Nunangat,15 to 24 years,Both sexes,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163888,2.2.1.7.3,15.4
2012,Inuit Nunangat,15 to 24 years,Both sexes,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163889,2.2.1.7.4,20.6
2012,Inuit Nunangat,15 to 24 years,Both sexes,Not specified if exposed to second-hand smoke at home,Number of persons,v97163890,2.2.1.8.1,F
2012,Inuit Nunangat,15 to 24 years,Both sexes,Not specified if exposed to second-hand smoke at home,Percent,v97163891,2.2.1.8.2,F
2012,Inuit Nunangat,15 to 24 years,Both sexes,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163892,2.2.1.8.3,F
2012,Inuit Nunangat,15 to 24 years,Both sexes,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163893,2.2.1.8.4,F
2012,Inuit Nunangat,15 to 24 years,Both sexes,Smoking status not specified,Number of persons,v97163894,2.2.1.9.1,880.0
2012,Inuit Nunangat,15 to 24 years,Both sexes,Smoking status not specified,Percent,v97163895,2.2.1.9.2,9.5
2012,Inuit Nunangat,15 to 24 years,Both sexes,Smoking status not specified,Low 95% confidence interval (percent),v97163896,2.2.1.9.3,7.5
2012,Inuit Nunangat,15 to 24 years,Both sexes,Smoking status not specified,High 95% confidence interval (percent),v97163897,2.2.1.9.4,11.9
2012,Inuit Nunangat,15 to 24 years,Male,"Total, smoking status",Number of persons,v97163898,2.2.2.1.1,4420.0
2012,Inuit Nunangat,15 to 24 years,Male,"Total, smoking status",Percent,v97163899,2.2.2.1.2,100.0
2012,Inuit Nunangat,15 to 24 years,Male,"Total, smoking status",Low 95% confidence interval (percent),v97163900,2.2.2.1.3,100.0
2012,Inuit Nunangat,15 to 24 years,Male,"Total, smoking status",High 95% confidence interval (percent),v97163901,2.2.2.1.4,100.0
2012,Inuit Nunangat,15 to 24 years,Male,Current daily or occasional smoker,Number of persons,v97163902,2.2.2.2.1,2880.0
2012,Inuit Nunangat,15 to 24 years,Male,Current daily or occasional smoker,Percent,v97163903,2.2.2.2.2,65.2
2012,Inuit Nunangat,15 to 24 years,Male,Current daily or occasional smoker,Low 95% confidence interval (percent),v97163904,2.2.2.2.3,60.5
2012,Inuit Nunangat,15 to 24 years,Male,Current daily or occasional smoker,High 95% confidence interval (percent),v97163905,2.2.2.2.4,69.2
2012,Inuit Nunangat,15 to 24 years,Male,Daily smoker,Number of persons,v97163906,2.2.2.3.1,2330.0
2012,Inuit Nunangat,15 to 24 years,Male,Daily smoker,Percent,v97163907,2.2.2.3.2,52.7
2012,Inuit Nunangat,15 to 24 years,Male,Daily smoker,Low 95% confidence interval (percent),v97163908,2.2.2.3.3,48.0
2012,Inuit Nunangat,15 to 24 years,Male,Daily smoker,High 95% confidence interval (percent),v97163909,2.2.2.3.4,57.2
2012,Inuit Nunangat,15 to 24 years,Male,Occasional smoker,Number of persons,v97163910,2.2.2.4.1,550.0
2012,Inuit Nunangat,15 to 24 years,Male,Occasional smoker,Percent,v97163911,2.2.2.4.2,12.4
2012,Inuit Nunangat,15 to 24 years,Male,Occasional smoker,Low 95% confidence interval (percent),v97163912,2.2.2.4.3,9.7
2012,Inuit Nunangat,15 to 24 years,Male,Occasional smoker,High 95% confidence interval (percent),v97163913,2.2.2.4.4,15.6
2012,Inuit Nunangat,15 to 24 years,Male,Non-smoker,Number of persons,v97163914,2.2.2.5.1,1110.0
2012,Inuit Nunangat,15 to 24 years,Male,Non-smoker,Percent,v97163915,2.2.2.5.2,25.1
2012,Inuit Nunangat,15 to 24 years,Male,Non-smoker,Low 95% confidence interval (percent),v97163916,2.2.2.5.3,21.4
2012,Inuit Nunangat,15 to 24 years,Male,Non-smoker,High 95% confidence interval (percent),v97163917,2.2.2.5.4,29.1
2012,Inuit Nunangat,15 to 24 years,Male,Exposed to second-hand smoke at home,Number of persons,v97163918,2.2.2.6.1,310.0
2012,Inuit Nunangat,15 to 24 years,Male,Exposed to second-hand smoke at home,Percent,v97163919,2.2.2.6.2,7.0
2012,Inuit Nunangat,15 to 24 years,Male,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163920,2.2.2.6.3,5.0
2012,Inuit Nunangat,15 to 24 years,Male,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163921,2.2.2.6.4,9.8
2012,Inuit Nunangat,15 to 24 years,Male,Not exposed to second-hand smoke at home,Number of persons,v97163922,2.2.2.7.1,800.0
2012,Inuit Nunangat,15 to 24 years,Male,Not exposed to second-hand smoke at home,Percent,v97163923,2.2.2.7.2,18.1
2012,Inuit Nunangat,15 to 24 years,Male,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163924,2.2.2.7.3,14.8
2012,Inuit Nunangat,15 to 24 years,Male,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163925,2.2.2.7.4,21.7
2012,Inuit Nunangat,15 to 24 years,Male,Not specified if exposed to second-hand smoke at home,Number of persons,v97163926,2.2.2.8.1,F
2012,Inuit Nunangat,15 to 24 years,Male,Not specified if exposed to second-hand smoke at home,Percent,v97163927,2.2.2.8.2,F
2012,Inuit Nunangat,15 to 24 years,Male,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163928,2.2.2.8.3,F
2012,Inuit Nunangat,15 to 24 years,Male,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163929,2.2.2.8.4,F
2012,Inuit Nunangat,15 to 24 years,Male,Smoking status not specified,Number of persons,v97163930,2.2.2.9.1,440.0
2012,Inuit Nunangat,15 to 24 years,Male,Smoking status not specified,Percent,v97163931,2.2.2.9.2,10.0
2012,Inuit Nunangat,15 to 24 years,Male,Smoking status not specified,Low 95% confidence interval (percent),v97163932,2.2.2.9.3,7.3
2012,Inuit Nunangat,15 to 24 years,Male,Smoking status not specified,High 95% confidence interval (percent),v97163933,2.2.2.9.4,13.5
2012,Inuit Nunangat,15 to 24 years,Female,"Total, smoking status",Number of persons,v97163934,2.2.3.1.1,4840.0
2012,Inuit Nunangat,15 to 24 years,Female,"Total, smoking status",Percent,v97163935,2.2.3.1.2,100.0
2012,Inuit Nunangat,15 to 24 years,Female,"Total, smoking status",Low 95% confidence interval (percent),v97163936,2.2.3.1.3,100.0
2012,Inuit Nunangat,15 to 24 years,Female,"Total, smoking status",High 95% confidence interval (percent),v97163937,2.2.3.1.4,100.0
2012,Inuit Nunangat,15 to 24 years,Female,Current daily or occasional smoker,Number of persons,v97163938,2.2.3.2.1,3310.0
2012,Inuit Nunangat,15 to 24 years,Female,Current daily or occasional smoker,Percent,v97163939,2.2.3.2.2,68.4
2012,Inuit Nunangat,15 to 24 years,Female,Current daily or occasional smoker,Low 95% confidence interval (percent),v97163940,2.2.3.2.3,63.6
2012,Inuit Nunangat,15 to 24 years,Female,Current daily or occasional smoker,High 95% confidence interval (percent),v97163941,2.2.3.2.4,72.7
2012,Inuit Nunangat,15 to 24 years,Female,Daily smoker,Number of persons,v97163942,2.2.3.3.1,2840.0
2012,Inuit Nunangat,15 to 24 years,Female,Daily smoker,Percent,v97163943,2.2.3.3.2,58.7
2012,Inuit Nunangat,15 to 24 years,Female,Daily smoker,Low 95% confidence interval (percent),v97163944,2.2.3.3.3,54.0
2012,Inuit Nunangat,15 to 24 years,Female,Daily smoker,High 95% confidence interval (percent),v97163945,2.2.3.3.4,63.4
2012,Inuit Nunangat,15 to 24 years,Female,Occasional smoker,Number of persons,v97163946,2.2.3.4.1,460.0
2012,Inuit Nunangat,15 to 24 years,Female,Occasional smoker,Percent,v97163947,2.2.3.4.2,9.5
2012,Inuit Nunangat,15 to 24 years,Female,Occasional smoker,Low 95% confidence interval (percent),v97163948,2.2.3.4.3,7.1
2012,Inuit Nunangat,15 to 24 years,Female,Occasional smoker,High 95% confidence interval (percent),v97163949,2.2.3.4.4,12.8
2012,Inuit Nunangat,15 to 24 years,Female,Non-smoker,Number of persons,v97163950,2.2.3.5.1,1100.0
2012,Inuit Nunangat,15 to 24 years,Female,Non-smoker,Percent,v97163951,2.2.3.5.2,22.7
2012,Inuit Nunangat,15 to 24 years,Female,Non-smoker,Low 95% confidence interval (percent),v97163952,2.2.3.5.3,19.0
2012,Inuit Nunangat,15 to 24 years,Female,Non-smoker,High 95% confidence interval (percent),v97163953,2.2.3.5.4,26.9
2012,Inuit Nunangat,15 to 24 years,Female,Exposed to second-hand smoke at home,Number of persons,v97163954,2.2.3.6.1,240.0
2012,Inuit Nunangat,15 to 24 years,Female,Exposed to second-hand smoke at home,Percent,v97163955,2.2.3.6.2,5.0
2012,Inuit Nunangat,15 to 24 years,Female,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163956,2.2.3.6.3,3.4
2012,Inuit Nunangat,15 to 24 years,Female,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163957,2.2.3.6.4,7.2
2012,Inuit Nunangat,15 to 24 years,Female,Not exposed to second-hand smoke at home,Number of persons,v97163958,2.2.3.7.1,860.0
2012,Inuit Nunangat,15 to 24 years,Female,Not exposed to second-hand smoke at home,Percent,v97163959,2.2.3.7.2,17.8
2012,Inuit Nunangat,15 to 24 years,Female,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163960,2.2.3.7.3,14.4
2012,Inuit Nunangat,15 to 24 years,Female,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163961,2.2.3.7.4,21.7
2012,Inuit Nunangat,15 to 24 years,Female,Not specified if exposed to second-hand smoke at home,Number of persons,v97163962,2.2.3.8.1,F
2012,Inuit Nunangat,15 to 24 years,Female,Not specified if exposed to second-hand smoke at home,Percent,v97163963,2.2.3.8.2,F
2012,Inuit Nunangat,15 to 24 years,Female,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97163964,2.2.3.8.3,F
2012,Inuit Nunangat,15 to 24 years,Female,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97163965,2.2.3.8.4,F
2012,Inuit Nunangat,15 to 24 years,Female,Smoking status not specified,Number of persons,v97163966,2.2.3.9.1,440.0
2012,Inuit Nunangat,15 to 24 years,Female,Smoking status not specified,Percent,v97163967,2.2.3.9.2,9.1
2012,Inuit Nunangat,15 to 24 years,Female,Smoking status not specified,Low 95% confidence interval (percent),v97163968,2.2.3.9.3,6.4
2012,Inuit Nunangat,15 to 24 years,Female,Smoking status not specified,High 95% confidence interval (percent),v97163969,2.2.3.9.4,12.4
2012,Inuit Nunangat,25 to 54 years,Both sexes,"Total, smoking status",Number of persons,v97163970,2.3.1.1.1,15680.0
2012,Inuit Nunangat,25 to 54 years,Both sexes,"Total, smoking status",Percent,v97163971,2.3.1.1.2,100.0
2012,Inuit Nunangat,25 to 54 years,Both sexes,"Total, smoking status",Low 95% confidence interval (percent),v97163972,2.3.1.1.3,100.0
2012,Inuit Nunangat,25 to 54 years,Both sexes,"Total, smoking status",High 95% confidence interval (percent),v97163973,2.3.1.1.4,100.0
2012,Inuit Nunangat,25 to 54 years,Both sexes,Current daily or occasional smoker,Number of persons,v97163974,2.3.1.2.1,11740.0
2012,Inuit Nunangat,25 to 54 years,Both sexes,Current daily or occasional smoker,Percent,v97163975,2.3.1.2.2,74.9
2012,Inuit Nunangat,25 to 54 years,Both sexes,Current daily or occasional smoker,Low 95% confidence interval (percent),v97163976,2.3.1.2.3,72.4
