Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1983/05,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,4061.0
1983/06,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,3109.0
1983/07,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,2500.0
1983/08,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,2277.0
1983/09,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,6499.0
1983/10,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,8491.0
1983/11,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,7765.0
1983/12,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,7217.0
1984/01,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,6472.0
1984/02,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,5715.0
1984/03,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,4889.0
1984/04,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,4297.0
1984/05,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,3923.0
1984/06,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,3345.0
1984/07,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,2787.0
1984/08,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,2251.0
1984/09,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,7556.0
1984/10,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,9903.0
1984/11,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,9881.0
1984/12,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,9243.0
1985/01,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,7910.0
1985/02,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,7345.0
1985/03,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,6535.0
1985/04,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,6045.0
1985/05,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,4833.0
1985/06,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,3777.0
1985/07,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,3451.0
1985/08,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,3666.0
1985/09,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,9048.0
1985/10,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,10124.0
1985/11,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,8966.0
1985/12,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,8709.0
1986/01,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,8483.0
1986/02,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,7947.0
1986/03,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,6673.0
1986/04,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,5868.0
1986/05,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,5479.0
1986/06,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,4350.0
1986/07,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,3792.0
1986/08,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,4919.0
1986/09,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,7115.0
1986/10,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,11120.0
1986/11,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,9998.0
1986/12,Canada,Green beans,Frozen vegetables held in storages and factories,v722389,1.4.1,9539.0
1970/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1133.0
1970/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1024.0
1970/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,890.0
1970/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,737.0
1970/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,678.0
1970/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,582.0
1970/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,505.0
1970/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,665.0
1970/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1310.0
1970/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1301.0
1970/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1330.0
1970/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1259.0
1971/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1153.0
1971/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1089.0
1971/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1011.0
1971/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,896.0
1971/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,805.0
1971/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,710.0
1971/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,630.0
1971/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,611.0
1971/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,812.0
1971/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,868.0
1971/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1046.0
1971/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,894.0
1972/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,989.0
1972/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,522.0
1972/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,483.0
1972/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,442.0
1972/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,392.0
1972/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,329.0
1972/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,279.0
1972/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,332.0
1972/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,741.0
1972/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,839.0
1972/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,687.0
1972/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,626.0
1973/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,538.0
1973/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,391.0
1973/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,344.0
1973/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,235.0
1973/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,211.0
1973/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,156.0
1973/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,98.0
1973/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,295.0
1973/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1187.0
1973/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1347.0
1973/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1238.0
1973/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1134.0
1974/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1046.0
1974/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,919.0
1974/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,855.0
1974/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,650.0
1974/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,570.0
1974/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,497.0
1974/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,498.0
1974/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,613.0
1974/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1521.0
1974/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1695.0
1974/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1532.0
1974/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1531.0
1975/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1473.0
1975/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1357.0
1975/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1214.0
1975/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1014.0
1975/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,920.0
1975/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,748.0
1975/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,701.0
1975/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,841.0
1975/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1686.0
1975/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1904.0
1975/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1940.0
1975/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1746.0
1976/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1681.0
1976/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1668.0
1976/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1559.0
1976/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1488.0
1976/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1173.0
1976/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1133.0
1976/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1004.0
1976/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1046.0
1976/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1772.0
1976/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1849.0
1976/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1685.0
1976/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1553.0
1977/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1431.0
1977/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1393.0
1977/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1214.0
1977/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,862.0
1977/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,786.0
1977/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,602.0
1977/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,498.0
1977/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,910.0
1977/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1596.0
1977/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1791.0
1977/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1528.0
1977/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1256.0
1978/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1363.0
1978/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1064.0
1978/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,927.0
1978/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,801.0
1978/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,623.0
1978/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,528.0
1978/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,388.0
1978/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,503.0
1978/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1777.0
1978/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1662.0
1978/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1503.0
1978/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1334.0
1979/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1212.0
1979/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1003.0
1979/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,860.0
1979/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,717.0
1979/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,563.0
1979/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,440.0
1979/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,366.0
1979/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,381.0
1979/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,2562.0
1979/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,2199.0
1979/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1841.0
1979/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1793.0
1980/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1643.0
1980/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1627.0
1980/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1384.0
1980/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,2178.0
1980/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1135.0
1980/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1017.0
1980/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,839.0
1980/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,907.0
1980/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,2634.0
1980/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,2686.0
1980/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,2371.0
1980/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1846.0
1981/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1554.0
1981/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1994.0
1981/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1590.0
1981/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1738.0
1981/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,920.0
1981/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1013.0
1981/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,786.0
1981/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1109.0
1981/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1677.0
1981/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1657.0
1981/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1455.0
1981/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1359.0
1982/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1206.0
1982/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1152.0
1982/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,964.0
1982/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1061.0
1982/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,800.0
1982/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,790.0
1982/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,693.0
1982/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1055.0
1982/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1391.0
1982/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1321.0
1982/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1376.0
1982/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1351.0
1983/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1071.0
1983/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1060.0
1983/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,844.0
1983/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,734.0
1983/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,992.0
1983/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,657.0
1983/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,522.0
1983/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,446.0
1983/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1123.0
1983/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1434.0
1983/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1479.0
1983/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1319.0
1984/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1345.0
1984/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1237.0
1984/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1198.0
1984/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,897.0
1984/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,888.0
1984/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,675.0
1984/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,639.0
1984/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,475.0
1984/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1317.0
1984/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1471.0
1984/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1465.0
1984/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1287.0
1985/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1206.0
1985/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,941.0
1985/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,820.0
1985/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,638.0
1985/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,578.0
1985/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,487.0
1985/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,395.0
1985/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,600.0
1985/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1028.0
1985/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,609.0
1985/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,955.0
1985/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,959.0
1986/01,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1025.0
1986/02,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1479.0
1986/03,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1357.0
1986/04,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1278.0
1986/05,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1161.0
1986/06,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,948.0
1986/07,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,663.0
1986/08,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,673.0
1986/09,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,766.0
1986/10,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1296.0
1986/11,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1222.0
1986/12,Canada,Wax beans,Frozen vegetables held in storages and factories,v722390,1.5.1,1170.0
1970/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1070.0
1970/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1011.0
1970/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,904.0
1970/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,966.0
1970/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,882.0
1970/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,850.0
1970/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,816.0
1970/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,721.0
1970/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,828.0
1970/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1531.0
1970/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1547.0
1970/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1272.0
1971/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1316.0
1971/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1209.0
1971/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1108.0
1971/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1029.0
1971/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,963.0
1971/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,832.0
1971/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,689.0
1971/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,637.0
1971/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,557.0
1971/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1186.0
1971/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1263.0
1971/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1183.0
1972/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1003.0
1972/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,905.0
1972/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,767.0
1972/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,640.0
1972/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,514.0
1972/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,449.0
1972/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,449.0
1972/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,376.0
1972/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,306.0
1972/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,636.0
1972/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1178.0
1972/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,804.0
1973/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,768.0
1973/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,652.0
1973/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,558.0
1973/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,463.0
1973/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,393.0
1973/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,381.0
1973/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,296.0
1973/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,226.0
1973/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,359.0
1973/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1381.0
1973/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1296.0
1973/12,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1168.0
1974/01,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1104.0
1974/02,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,988.0
1974/03,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,984.0
1974/04,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,919.0
1974/05,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,772.0
1974/06,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,815.0
1974/07,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,683.0
1974/08,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,606.0
1974/09,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,528.0
1974/10,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1333.0
1974/11,Canada,Lima beans,Frozen vegetables held in storages and factories,v722391,1.6.1,1455.0
