Ref_Date,GEO,TYP,GRA,Vector,Coordinate,Value
2002/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,861.0
2002/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,275.0
2002/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,867.0
2003/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,691.0
2003/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,228.0
2003/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1222.0
2004/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,894.0
2004/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,200.0
2004/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,2032.0
2005/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1581.0
2005/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,473.0
2005/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1968.0
2006/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1348.0
2006/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,363.0
2006/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1421.0
2007/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,985.0
2007/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,167.0
2007/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1500.0
2008/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,915.0
2008/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,255.0
2008/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,2535.0
2009/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1748.0
2009/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,445.0
2009/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,2760.0
2010/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,2075.0
2010/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,910.0
2010/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,2460.0
2011/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1660.0
2011/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,535.0
2011/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1703.0
2012/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1100.0
2012/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,265.0
2012/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,2051.0
2013/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1282.0
2013/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,174.0
2013/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,2335.0
2014/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1527.0
2014/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,329.0
2014/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,2286.0
2015/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1743.0
2015/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,684.0
2015/12,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,2373.0
2016/03,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,1351.0
2016/07,Canada,"Farm and commercial, total","Peas, dry (x 1,000)",v73866312,1.1.11,176.0
1980/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,636.0
1980/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,405.0
1980/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,..
1981/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,351.0
1981/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,222.0
1981/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,738.0
1982/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,642.0
1982/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,333.0
1982/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,996.0
1983/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,889.0
1983/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,651.0
1983/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,888.0
1984/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,681.0
1984/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,431.0
1984/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,672.0
1985/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,530.0
1985/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,378.0
1985/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,639.0
1986/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,491.0
1986/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,302.0
1986/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,567.0
1987/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,471.0
1987/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,385.0
1987/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,500.0
1988/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,413.0
1988/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,324.0
1988/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,350.0
1989/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,291.0
1989/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,221.0
1989/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,690.0
1990/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,551.0
1990/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,378.0
1990/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,649.0
1991/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,475.0
1991/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,324.0
1991/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,368.0
1992/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,284.0
1992/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,193.0
1992/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,269.0
1993/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,203.0
1993/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,81.0
1993/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,245.0
1994/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,185.0
1994/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,112.0
1994/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,259.0
1995/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,186.0
1995/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,85.0
1995/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,192.0
1996/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,115.0
1996/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,43.0
1996/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,146.0
1997/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,102.0
1997/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,52.0
1997/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,141.0
1998/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,108.0
1998/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,63.0
1998/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,291.0
1999/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,237.0
1999/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,166.0
1999/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,326.0
2000/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,256.0
2000/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,161.0
2000/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,250.0
2001/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,189.0
2001/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,88.0
2001/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,141.0
2002/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,84.0
2002/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,59.0
2002/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,66.0
2003/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,44.0
2003/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,20.0
2003/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,216.0
2004/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,163.0
2004/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,29.0
2004/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,250.0
2005/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,207.0
2005/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,145.0
2005/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,310.0
2006/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,272.0
2006/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,185.0
2006/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,359.0
2007/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,243.0
2007/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,117.0
2007/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,164.0
2008/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,96.0
2008/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,35.0
2008/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,218.0
2009/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,170.0
2009/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,113.0
2009/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,259.0
2010/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,198.0
2010/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,139.0
2010/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,211.0
2011/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,139.0
2011/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,51.0
2011/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,139.0
2012/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,89.0
2012/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,25.0
2012/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,196.0
2013/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,131.0
2013/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,46.0
2013/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,133.0
2014/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,96.0
2014/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,44.0
2014/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,129.0
2015/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,88.0
2015/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,42.0
2015/12,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,144.0
2016/03,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,99.0
2016/07,Canada,"Farm and commercial, total","Rye, all (x 1,000)",v73866307,1.1.5,51.0
1980/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,..
1980/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,..
1980/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,..
1981/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,..
1981/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,..
1981/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,..
1982/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,..
1982/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,..
1982/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,..
1983/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,0.0
1983/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,141.0
1983/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,591.0
1984/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,343.0
1984/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,127.0
1984/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,795.0
1985/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,545.0
1985/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,218.0
1985/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,910.0
1986/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,596.0
1986/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,118.0
1986/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,795.0
1987/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,517.0
1987/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,115.0
1987/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1032.0
1988/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,561.0
1988/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,136.0
1988/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,923.0
1989/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,608.0
1989/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,164.0
1989/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,963.0
1990/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,619.0
1990/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,191.0
1990/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1056.0
1991/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,677.0
1991/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,210.0
1991/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1062.0
1992/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,705.0
1992/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,186.0
1992/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1007.0
1993/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,589.0
1993/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,114.0
1993/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1218.0
1994/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,783.0
1994/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,94.0
1994/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1236.0
1995/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,908.0
1995/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,168.0
1995/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1308.0
1996/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,812.0
1996/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,164.0
1996/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1457.0
1997/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,946.0
1997/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,80.0
1997/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1792.0
1998/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1176.0
1998/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,188.0
1998/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1840.0
1999/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1157.0
1999/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,215.0
1999/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1865.0
2000/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1161.0
2000/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,252.0
2000/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1863.0
2001/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1244.0
2001/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,185.0
2001/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1235.0
2002/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,940.0
2002/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,172.0
2002/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1612.0
2003/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,900.0
2003/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,145.0
2003/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1327.0
2004/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,850.0
2004/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,140.0
2004/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,2137.0
2005/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1426.0
2005/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,270.0
2005/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,2293.0
2006/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1671.0
2006/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,495.0
2006/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,2657.0
2007/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1766.0
2007/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,470.0
2007/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1765.0
2008/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1025.0
2008/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,116.0
2008/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,2032.0
2009/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1223.0
2009/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,220.0
2009/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,2275.0
2010/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1500.0
2010/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,305.0
2010/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,2514.0
2011/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1604.0
2011/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,297.0
2011/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,2753.0
2012/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1963.0
2012/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,231.0
2012/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,2707.0
2013/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1461.0
2013/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,158.0
2013/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,2683.0
2014/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1419.0
2014/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,246.0
2014/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,3317.0
2015/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,2078.0
2015/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,471.0
2015/12,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,3546.0
2016/03,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,1888.0
2016/07,Canada,"Farm and commercial, total","Soybeans (x 1,000)",v73866311,1.1.9,393.0
1980/03,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1980/07,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1980/12,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1981/03,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1981/07,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1981/12,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1982/03,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1982/07,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1982/12,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1983/03,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1983/07,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1983/12,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1984/03,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1984/07,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1984/12,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1985/03,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1985/07,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1985/12,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1986/03,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1986/07,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1986/12,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1987/03,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1987/07,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1987/12,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
1988/03,Canada,"Farm and commercial, total","Sunflower seed (x 1,000)",v73866314,1.1.13,..
